collection_time_utc,source_weather,source_air,source_city_selection,units_weather,country_code,country_name,country_capital,country_population,continent,city_name,city_name_ascii,city_population,population_rank_in_country,city_timezone_geonames,geonames_feature_code,city_dem,geonameid,geonames_modification_date,geo_lat,geo_lon,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,rain_1h,rain_3h,snow_1h,snow_3h,timezone_shift_seconds,weather_time_unix,weather_time_utc,sunrise_unix,sunrise_utc,sunset_unix,sunset_utc,station_country,station_type,city_id_openweather,city_name_api,cod,wind_compass,is_daytime,temp_category,comfort_proxy,has_rain,has_snow,air_time_unix,air_time_utc,aqi,pm2_5,pm10,co,no,no2,o3,so2,nh3,aqi_label,pm25_category,weather_datetime_utc,air_datetime_utc,year,month,day,hour,day_of_week,is_weekend,season,temp_humidity_interaction,wind_pm25_interaction,pressure_temp_interaction,target_aqi_class,target_pm25,target_pm10
2026-04-24T07:06:28.093410+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,CV,Cabo Verde,Praia,543767,AF,Espargos,Espargos,24500,3,Atlantic/Cape_Verde,PPLA,53,8521418,2026-04-13,16.75524,-22.9446,803,Clouds,broken clouds,04n,21.02,20.95,21.02,21.02,1015,68,1015,1015,10000,6.69,50,,75,0.0,0.0,0.0,0.0,-3600,1777014388,2026-04-24T07:06:28+00:00,1777014626,2026-04-24T07:10:26+00:00,1777060146,2026-04-24T19:49:06+00:00,CV,stations,3374314,Preguiça,200,NE,0,warm,27.82,0,0,1777014388,2026-04-24T07:06:28+00:00,2,3.23,15.09,111.78,0.0,0.14,80.11,0.51,0.0,fair,low,2026-04-24 07:06:28+00:00,2026-04-24 07:06:28+00:00,2026,4,24,7,4,0,spring,1429.36,21.608700000000002,21335.3,2,3.23,15.09
2026-04-24T07:06:28.273179+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,CW,Curacao, Willemstad,159849,NA,Willemstad,Willemstad,125000,1,America/Curacao,PPLC,1,3513090,2024-01-10,12.12246,-68.88641,801,Clouds,few clouds,02n,25.86,26.64,24.82,25.86,1011,82,1011,1011,10000,2.57,130,,20,0.0,0.0,0.0,0.0,-14400,1777014388,2026-04-24T07:06:28+00:00,1777025924,2026-04-24T10:18:44+00:00,1777070897,2026-04-24T22:48:17+00:00,CW,stations,3513132,Vianen,200,SE,0,warm,34.06,0,0,1777014388,2026-04-24T07:06:28+00:00,1,2.21,4.83,102.83,0.0,0.69,34.76,0.27,1.03,good,low,2026-04-24 07:06:28+00:00,2026-04-24 07:06:28+00:00,2026,4,24,7,4,0,spring,2120.52,5.6796999999999995,26144.46,1,2.21,4.83
2026-04-24T07:06:28.449163+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,CW,Curacao, Willemstad,159849,NA,Bandariba,Bandariba,20838,2,America/Curacao,PPL,1,13308487,2025-05-06,12.09257,-68.83092,801,Clouds,few clouds,02n,25.94,26.73,24.9,25.94,1011,82,1011,1011,10000,2.57,130,,20,0.0,0.0,0.0,0.0,-14400,1777014388,2026-04-24T07:06:28+00:00,1777025913,2026-04-24T10:18:33+00:00,1777070882,2026-04-24T22:48:02+00:00,CW,stations,3513445,Newport,200,SE,0,warm,34.14,0,0,1777014388,2026-04-24T07:06:28+00:00,1,2.21,4.83,102.83,0.0,0.69,34.76,0.27,1.03,good,low,2026-04-24 07:06:28+00:00,2026-04-24 07:06:28+00:00,2026,4,24,7,4,0,spring,2127.08,5.6796999999999995,26225.34,1,2.21,4.83
2026-04-24T07:06:28.619554+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,CY,Cyprus,Nicosia,1189265,EU,Nicosia,Nicosia,200452,1,Asia/Nicosia,PPLC,155,146268,2025-06-12,35.17284,33.35397,801,Clouds,few clouds,02d,19.76,19.36,18.86,19.76,1012,60,1012,979,10000,0.0,0,,20,0.0,0.0,0.0,0.0,10800,1777014388,2026-04-24T07:06:28+00:00,1776999809,2026-04-24T03:03:29+00:00,1777047942,2026-04-24T16:25:42+00:00,CY,stations,146268,Nicosia,200,N,1,mild,25.76,0,0,1777014388,2026-04-24T07:06:28+00:00,2,7.08,17.93,117.56,0.02,0.2,94.85,0.33,0.19,fair,low,2026-04-24 07:06:28+00:00,2026-04-24 07:06:28+00:00,2026,4,24,7,4,0,spring,1185.6000000000001,0.0,19997.120000000003,2,7.08,17.93
2026-04-24T07:06:28.793705+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,CY,Cyprus,Nicosia,1189265,EU,Limassol,Limassol,154000,2,Asia/Nicosia,PPLA,27,146384,2026-04-13,34.68406,33.03794,803,Clouds,broken clouds,04d,18.96,18.79,18.96,18.96,1012,72,1012,991,10000,3.09,60,,75,0.0,0.0,0.0,0.0,10800,1777014388,2026-04-24T07:06:28+00:00,1776999927,2026-04-24T03:05:27+00:00,1777047976,2026-04-24T16:26:16+00:00,CY,stations,146384,Limassol,200,ENE,1,mild,26.16,0,0,1777014388,2026-04-24T07:06:28+00:00,2,7.83,18.39,118.43,0.02,0.18,95.91,0.36,0.28,fair,low,2026-04-24 07:06:28+00:00,2026-04-24 07:06:28+00:00,2026,4,24,7,4,0,spring,1365.1200000000001,24.194699999999997,19187.52,2,7.83,18.39
2026-04-24T07:06:28.967178+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,CY,Cyprus,Nicosia,1189265,EU,Larnaca,Larnaca,72000,3,Asia/Nicosia,PPLA,24,146400,2026-04-13,34.9221,33.62794,801,Clouds,few clouds,02d,20.67,20.46,19.81,20.94,1012,64,1012,1008,10000,2.06,90,,20,0.0,0.0,0.0,0.0,10800,1777014388,2026-04-24T07:06:28+00:00,1776999765,2026-04-24T03:02:45+00:00,1777047855,2026-04-24T16:24:15+00:00,CY,stations,146400,Larnaca,200,E,1,warm,27.07,0,0,1777014388,2026-04-24T07:06:28+00:00,2,7.29,16.07,117.88,0.04,0.39,94.12,0.48,0.17,fair,low,2026-04-24 07:06:28+00:00,2026-04-24 07:06:28+00:00,2026,4,24,7,4,0,spring,1322.88,15.0174,20918.04,2,7.29,16.07
2026-04-24T07:06:29.138011+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,CZ,Czechia,Prague,10625695,EU,Prague,Prague,1165581,1,Europe/Prague,PPLC,202,3067696,2026-02-23,50.08804,14.42076,800,Clear,clear sky,01d,10.93,9.75,9.5,12.48,1019,64,1019,984,10000,5.66,310,,0,0.0,0.0,0.0,0.0,7200,1777014165,2026-04-24T07:02:45+00:00,1777002697,2026-04-24T03:51:37+00:00,1777054141,2026-04-24T18:09:01+00:00,CZ,stations,3067696,Prague,200,NW,1,mild,17.33,0,0,1777014389,2026-04-24T07:06:29+00:00,2,8.34,10.05,138.31,0.58,2.49,81.01,0.67,5.82,fair,low,2026-04-24 07:02:45+00:00,2026-04-24 07:06:29+00:00,2026,4,24,7,4,0,spring,699.52,47.2044,11137.67,2,8.34,10.05
2026-04-24T07:06:29.308148+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,CZ,Czechia,Prague,10625695,EU,Brno,Brno,379466,2,Europe/Prague,PPLA,226,3078610,2026-04-13,49.19522,16.60796,800,Clear,clear sky,01d,12.38,11.08,11.64,14.55,1018,54,1018,980,10000,4.63,300,,0,0.0,0.0,0.0,0.0,7200,1777014382,2026-04-24T07:06:22+00:00,1777002299,2026-04-24T03:44:59+00:00,1777053489,2026-04-24T17:58:09+00:00,CZ,stations,3078610,Brno,200,WNW,1,mild,17.78,0,0,1777014389,2026-04-24T07:06:29+00:00,3,7.33,8.64,142.36,0.51,3.05,104.17,1.86,5.74,moderate,low,2026-04-24 07:06:22+00:00,2026-04-24 07:06:29+00:00,2026,4,24,7,4,0,spring,668.5200000000001,33.9379,12602.84,3,7.33,8.64
2026-04-24T07:06:29.479089+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,CZ,Czechia,Prague,10625695,EU,Ostrava,Ostrava,279791,3,Europe/Prague,PPLA,211,3068799,2026-04-13,49.83465,18.28204,801,Clouds,few clouds,02d,12.5,11.42,12.22,14.15,1017,62,1017,990,10000,0.51,0,,20,0.0,0.0,0.0,0.0,7200,1777014389,2026-04-24T07:06:29+00:00,1777001808,2026-04-24T03:36:48+00:00,1777053177,2026-04-24T17:52:57+00:00,CZ,stations,3068799,Ostrava,200,N,1,mild,18.7,0,0,1777014389,2026-04-24T07:06:29+00:00,2,11.11,14.15,147.29,0.64,3.25,82.95,1.85,4.43,fair,moderate,2026-04-24 07:06:29+00:00,2026-04-24 07:06:29+00:00,2026,4,24,7,4,0,spring,775.0,5.6661,12712.5,2,11.11,14.15
2026-04-24T07:06:29.647581+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DE,Germany,Berlin,82927922,EU,Berlin,Berlin,3426354,1,Europe/Berlin,PPLC,43,2950159,2025-07-22,52.52437,13.41053,804,Clouds,overcast clouds,04d,7.67,4.41,6.9,8.32,1019,82,1019,1013,10000,5.66,290,,100,0.0,0.0,0.0,0.0,7200,1777014141,2026-04-24T07:02:21+00:00,1777002562,2026-04-24T03:49:22+00:00,1777054760,2026-04-24T18:19:20+00:00,DE,stations,6545310,Mitte,200,WNW,1,cold,15.87,0,0,1777014389,2026-04-24T07:06:29+00:00,2,4.05,7.41,136.63,0.35,4.71,77.83,1.4,3.59,fair,low,2026-04-24 07:02:21+00:00,2026-04-24 07:06:29+00:00,2026,4,24,7,4,0,spring,628.9399999999999,22.923,7815.73,2,4.05,7.41
2026-04-24T07:06:29.826704+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DE,Germany,Berlin,82927922,EU,Hamburg,Hamburg,1845229,2,Europe/Berlin,PPLA,9,2911298,2026-04-13,53.55073,9.99302,804,Clouds,overcast clouds,04d,8.0,4.64,7.93,9.09,1020,87,1020,1017,10000,6.17,290,,100,0.0,0.0,0.0,0.0,7200,1777014389,2026-04-24T07:06:29+00:00,1777003208,2026-04-24T04:00:08+00:00,1777055755,2026-04-24T18:35:55+00:00,DE,stations,2864067,Neustadt,200,WNW,1,cold,16.7,0,0,1777014389,2026-04-24T07:06:29+00:00,2,3.32,9.32,137.28,0.1,4.68,79.77,1.38,4.18,fair,low,2026-04-24 07:06:29+00:00,2026-04-24 07:06:29+00:00,2026,4,24,7,4,0,spring,696.0,20.484399999999997,8160.0,2,3.32,9.32
2026-04-24T07:06:29.989566+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DE,Germany,Berlin,82927922,EU,Munich,Munich,1260391,3,Europe/Berlin,PPLA,524,2867714,2026-04-13,48.13743,11.57549,800,Clear,clear sky,01d,10.9,9.43,9.36,11.99,1022,53,1022,958,10000,0.89,212,2.24,4,0.0,0.0,0.0,0.0,7200,1777014202,2026-04-24T07:03:22+00:00,1777003651,2026-04-24T04:07:31+00:00,1777054552,2026-04-24T18:15:52+00:00,DE,stations,6940463,Altstadt,200,SSW,1,mild,16.2,0,0,1777014244,2026-04-24T07:04:04+00:00,2,4.11,4.79,130.09,1.18,3.69,80.69,0.45,21.13,fair,low,2026-04-24 07:03:22+00:00,2026-04-24 07:04:04+00:00,2026,4,24,7,4,0,spring,577.7,3.6579,11139.800000000001,2,4.11,4.79
2026-04-24T07:06:30.162496+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DJ,Djibouti,Djibouti,958920,AF,Djibouti,Djibouti,626512,1,Africa/Djibouti,PPLC,6,223817,2023-11-29,11.58901,43.14503,804,Clouds,overcast clouds,04d,29.69,34.52,29.69,29.69,1009,71,1009,1008,10000,6.62,90,6.84,100,0.0,0.0,0.0,0.0,10800,1777014390,2026-04-24T07:06:30+00:00,1776999076,2026-04-24T02:51:16+00:00,1777043976,2026-04-24T15:19:36+00:00,DJ,stations,223817,Djibouti,200,E,1,warm,36.79,0,0,1777014390,2026-04-24T07:06:30+00:00,2,5.97,22.66,131.22,0.04,0.17,38.22,0.08,2.52,fair,low,2026-04-24 07:06:30+00:00,2026-04-24 07:06:30+00:00,2026,4,24,7,4,0,spring,2107.9900000000002,39.5214,29957.210000000003,2,5.97,22.66
2026-04-24T07:06:30.344006+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DJ,Djibouti,Djibouti,958920,AF,Ali Sabih,Ali Sabih,50006,2,Africa/Djibouti,PPLA,699,225284,2026-04-13,11.15583,42.7125,804,Clouds,overcast clouds,04d,27.36,28.72,27.36,27.36,1010,62,1010,933,10000,8.56,93,9.18,100,0.0,0.0,0.0,0.0,10800,1777014390,2026-04-24T07:06:30+00:00,1776999205,2026-04-24T02:53:25+00:00,1777044055,2026-04-24T15:20:55+00:00,DJ,stations,225284,Ali Sabih,200,E,1,warm,33.56,0,0,1777014390,2026-04-24T07:06:30+00:00,2,8.22,23.42,249.24,0.12,0.64,42.08,0.37,6.31,fair,low,2026-04-24 07:06:30+00:00,2026-04-24 07:06:30+00:00,2026,4,24,7,4,0,spring,1696.32,70.3632,27633.6,2,8.22,23.42
2026-04-24T07:06:30.521986+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DJ,Djibouti,Djibouti,958920,AF,Dikhil,Dikhil,32801,3,Africa/Djibouti,PPLA,479,223890,2026-04-13,11.10454,42.36971,804,Clouds,overcast clouds,04d,30.82,32.51,30.82,30.82,1008,51,1008,956,10000,9.13,92,9.5,94,0.0,0.0,0.0,0.0,10800,1777014390,2026-04-24T07:06:30+00:00,1776999290,2026-04-24T02:54:50+00:00,1777044134,2026-04-24T15:22:14+00:00,DJ,stations,223890,Dikhil,200,E,1,hot,35.92,0,0,1777014390,2026-04-24T07:06:30+00:00,2,7.12,23.26,172.69,0.07,0.42,39.55,0.18,3.98,fair,low,2026-04-24 07:06:30+00:00,2026-04-24 07:06:30+00:00,2026,4,24,7,4,0,spring,1571.82,65.0056,31066.56,2,7.12,23.26
2026-04-24T07:06:30.692062+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DK,Denmark,Copenhagen,5797446,EU,Copenhagen,Copenhagen,1153615,1,Europe/Copenhagen,PPLC,14,2618425,2024-09-05,55.67594,12.56553,802,Clouds,scattered clouds,03d,11.36,10.54,10.19,11.75,1016,76,1016,1015,10000,2.06,290,,30,0.0,0.0,0.0,0.0,7200,1777014231,2026-04-24T07:03:51+00:00,1777002203,2026-04-24T03:43:23+00:00,1777055526,2026-04-24T18:32:06+00:00,DK,stations,6949461,Inner City,200,WNW,1,mild,18.96,0,0,1777014390,2026-04-24T07:06:30+00:00,2,3.26,6.69,138.18,0.65,3.43,72.49,1.05,4.47,fair,low,2026-04-24 07:03:51+00:00,2026-04-24 07:06:30+00:00,2026,4,24,7,4,0,spring,863.3599999999999,6.715599999999999,11541.76,2,3.26,6.69
2026-04-24T07:06:30.863146+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DK,Denmark,Copenhagen,5797446,EU,Århus,Arhus,285273,2,Europe/Copenhagen,PPLA2,10,2624652,2024-11-10,56.15674,10.21076,800,Clear,clear sky,01d,9.88,8.77,9.88,10.87,1017,81,1017,1012,10000,2.37,310,3.03,7,0.0,0.0,0.0,0.0,7200,1777014284,2026-04-24T07:04:44+00:00,1777002673,2026-04-24T03:51:13+00:00,1777056186,2026-04-24T18:43:06+00:00,DK,stations,2624652,Aarhus,200,NW,1,cold,17.98,0,0,1777014390,2026-04-24T07:06:30+00:00,2,2.56,6.86,133.45,0.42,2.3,73.72,0.59,5.7,fair,low,2026-04-24 07:04:44+00:00,2026-04-24 07:06:30+00:00,2026,4,24,7,4,0,spring,800.2800000000001,6.067200000000001,10047.960000000001,2,2.56,6.86
2026-04-24T07:06:31.034027+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DK,Denmark,Copenhagen,5797446,EU,Odense,Odense,180863,3,Europe/Copenhagen,PPLA2,17,2615876,2022-08-30,55.39594,10.38831,801,Clouds,few clouds,02d,9.53,7.89,9.53,9.53,1018,82,1018,1014,10000,3.1,299,3.74,16,0.0,0.0,0.0,0.0,7200,1777014242,2026-04-24T07:04:02+00:00,1777002778,2026-04-24T03:52:58+00:00,1777055995,2026-04-24T18:39:55+00:00,DK,stations,2615876,Odense,200,WNW,1,cold,17.73,0,0,1777014391,2026-04-24T07:06:31+00:00,2,2.63,8.19,130.23,0.35,2.4,80.61,1.11,4.83,fair,low,2026-04-24 07:04:02+00:00,2026-04-24 07:06:31+00:00,2026,4,24,7,4,0,spring,781.4599999999999,8.153,9701.539999999999,2,2.63,8.19
2026-04-24T07:06:31.207542+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DM,Dominica,Roseau,71625,NA,Roseau,Roseau,16571,1,America/Dominica,PPLC,11,3575635,2023-09-05,15.30174,-61.38808,800,Clear,clear sky,01n,24.22,24.73,24.22,24.22,1012,78,1012,1001,10000,2.29,67,2.44,7,0.0,0.0,0.0,0.0,-14400,1777014391,2026-04-24T07:06:31+00:00,1777023937,2026-04-24T09:45:37+00:00,1777069285,2026-04-24T22:21:25+00:00,DM,stations,3575635,Roseau,200,ENE,0,warm,32.02,0,0,1777014391,2026-04-24T07:06:31+00:00,1,0.67,1.86,106.39,0.0,1.83,26.5,1.08,0.01,good,low,2026-04-24 07:06:31+00:00,2026-04-24 07:06:31+00:00,2026,4,24,7,4,0,spring,1889.1599999999999,1.5343000000000002,24510.64,1,0.67,1.86
2026-04-24T07:06:31.386320+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DO,Dominican Republic,Santo Domingo,10627165,NA,Santo Domingo,Santo Domingo,2201941,1,America/Santo_Domingo,PPLC,24,3492908,2025-03-09,18.47186,-69.89232,801,Clouds,few clouds,02n,22.02,22.71,22.02,22.02,1012,93,1012,1012,10000,0.86,346,0.83,22,0.0,0.0,0.0,0.0,-14400,1777014391,2026-04-24T07:06:31+00:00,1777025782,2026-04-24T10:16:22+00:00,1777071521,2026-04-24T22:58:41+00:00,DO,stations,3491941,Villa Francisca,200,NNW,0,warm,31.32,0,0,1777014391,2026-04-24T07:06:31+00:00,1,1.22,3.68,102.2,0.0,0.19,53.58,0.19,0.07,good,low,2026-04-24 07:06:31+00:00,2026-04-24 07:06:31+00:00,2026,4,24,7,4,0,spring,2047.86,1.0492,22284.239999999998,1,1.22,3.68
2026-04-24T07:06:31.560402+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DO,Dominican Republic,Santo Domingo,10627165,NA,Santiago de los Caballeros,Santiago de los Caballeros,1200000,2,America/Santo_Domingo,PPLA,209,3492914,2026-04-13,19.45036,-70.69085,803,Clouds,broken clouds,04n,22.65,23.4,21.68,22.76,1013,93,1013,975,10000,3.09,110,,75,0.0,0.0,0.0,0.0,-14400,1777014391,2026-04-24T07:06:31+00:00,1777025912,2026-04-24T10:18:32+00:00,1777071775,2026-04-24T23:02:55+00:00,DO,stations,3492914,Santiago de los Caballeros,200,ESE,0,warm,31.95,0,0,1777014391,2026-04-24T07:06:31+00:00,2,10.78,12.99,199.71,0.0,6.34,36.33,1.88,28.18,fair,moderate,2026-04-24 07:06:31+00:00,2026-04-24 07:06:31+00:00,2026,4,24,7,4,0,spring,2106.45,33.310199999999995,22944.449999999997,2,10.78,12.99
2026-04-24T07:06:31.737742+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DO,Dominican Republic,Santo Domingo,10627165,NA,Santo Domingo Oeste,Santo Domingo Oeste,701269,3,America/Santo_Domingo,PPL,58,7874116,2016-06-05,18.5,-70.0,801,Clouds,few clouds,02n,22.9,23.67,22.9,22.9,1012,93,1012,1003,10000,0.85,317,0.89,17,0.0,0.0,0.0,0.0,-14400,1777014391,2026-04-24T07:06:31+00:00,1777025806,2026-04-24T10:16:46+00:00,1777071549,2026-04-24T22:59:09+00:00,DO,stations,3492908,Santo Domingo,200,NW,0,warm,32.2,0,0,1777014391,2026-04-24T07:06:31+00:00,1,1.22,3.68,102.2,0.0,0.19,53.58,0.19,0.07,good,low,2026-04-24 07:06:31+00:00,2026-04-24 07:06:31+00:00,2026,4,24,7,4,0,spring,2129.7,1.037,23174.8,1,1.22,3.68
2026-04-24T07:06:31.912390+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DZ,Algeria,Algiers,42228429,AF,Algiers,Algiers,2364230,1,Africa/Algiers,PPLC,113,2507480,2024-08-05,36.73225,3.08746,802,Clouds,scattered clouds,03d,16.37,16.52,16.37,17.04,1013,94,1013,1003,8000,3.6,240,,40,0.0,0.0,0.0,0.0,3600,1777014391,2026-04-24T07:06:31+00:00,1777006930,2026-04-24T05:02:10+00:00,1777055347,2026-04-24T18:29:07+00:00,DZ,stations,2497764,El Madania,200,WSW,1,mild,25.77,0,0,1777014391,2026-04-24T07:06:31+00:00,1,8.82,18.61,126.05,0.42,6.11,51.71,0.71,2.32,good,low,2026-04-24 07:06:31+00:00,2026-04-24 07:06:31+00:00,2026,4,24,7,4,0,spring,1538.7800000000002,31.752000000000002,16582.81,1,8.82,18.61
2026-04-24T07:06:32.087713+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DZ,Algeria,Algiers,42228429,AF,Oran,Oran,803329,2,Africa/Algiers,PPLA,118,2485926,2026-04-13,35.69906,-0.63588,802,Clouds,scattered clouds,03d,16.93,17.29,16.93,18.05,1015,100,1015,1000,10000,3.09,240,,40,0.0,0.0,0.0,0.0,3600,1777014392,2026-04-24T07:06:32+00:00,1777007915,2026-04-24T05:18:35+00:00,1777056150,2026-04-24T18:42:30+00:00,DZ,stations,2485926,Oran,200,WSW,1,mild,26.93,0,0,1777014392,2026-04-24T07:06:32+00:00,1,7.84,15.82,120.81,0.07,6.11,53.2,1.06,1.17,good,low,2026-04-24 07:06:32+00:00,2026-04-24 07:06:32+00:00,2026,4,24,7,4,0,spring,1693.0,24.2256,17183.95,1,7.84,15.82
2026-04-24T07:06:32.258119+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,DZ,Algeria,Algiers,42228429,AF,Constantine,Constantine,448028,3,Africa/Algiers,PPLA,574,2501152,2026-04-13,36.365,6.61472,801,Clouds,few clouds,02d,12.67,12.45,12.67,12.67,1016,94,1016,933,8000,3.6,160,,20,0.0,0.0,0.0,0.0,3600,1777014146,2026-04-24T07:02:26+00:00,1777006117,2026-04-24T04:48:37+00:00,1777054467,2026-04-24T18:14:27+00:00,DZ,stations,2501152,Constantine,200,SSE,1,mild,22.07,0,0,1777014392,2026-04-24T07:06:32+00:00,5,49.35,244.41,126.07,0.42,3.34,81.77,0.89,0.77,very_poor,high,2026-04-24 07:02:26+00:00,2026-04-24 07:06:32+00:00,2026,4,24,7,4,0,spring,1190.98,177.66,12872.72,5,49.35,244.41
2026-04-24T07:06:32.435842+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,EC,Ecuador,Quito,17084357,SA,Quito,Quito,2781641,1,America/Guayaquil,PPLC,2854,3652462,2025-12-15,-0.22985,-78.52495,803,Clouds,broken clouds,04n,7.53,7.53,7.53,7.53,1018,89,1018,722,10000,0.95,187,1.45,66,0.0,0.0,0.0,0.0,-18000,1777014392,2026-04-24T07:06:32+00:00,1777028932,2026-04-24T11:08:52+00:00,1777072515,2026-04-24T23:15:15+00:00,EC,stations,3652462,Quito,200,S,0,cold,16.43,0,0,1777014392,2026-04-24T07:06:32+00:00,2,16.62,17.86,289.33,0.03,8.22,12.2,1.37,5.82,fair,moderate,2026-04-24 07:06:32+00:00,2026-04-24 07:06:32+00:00,2026,4,24,7,4,0,spring,670.1700000000001,15.789,7665.54,2,16.62,17.86
2026-04-24T07:06:32.608890+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,EC,Ecuador,Quito,17084357,SA,Guayaquil,Guayaquil,2723665,2,America/Guayaquil,PPLA,14,3657509,2024-11-09,-2.19616,-79.88621,802,Clouds,scattered clouds,03n,23.93,24.68,23.93,24.92,1012,88,1012,1010,10000,4.63,220,,40,0.0,0.0,0.0,0.0,-18000,1777014392,2026-04-24T07:06:32+00:00,1777029366,2026-04-24T11:16:06+00:00,1777072734,2026-04-24T23:18:54+00:00,EC,stations,3657509,Guayaquil,200,SW,0,warm,32.73,0,0,1777014392,2026-04-24T07:06:32+00:00,2,8.79,24.01,119.46,0.0,2.23,35.01,0.56,0.36,fair,low,2026-04-24 07:06:32+00:00,2026-04-24 07:06:32+00:00,2026,4,24,7,4,0,spring,2105.84,40.6977,24217.16,2,8.79,24.01
2026-04-24T07:06:32.789761+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,EC,Ecuador,Quito,17084357,SA,Cuenca,Cuenca,636996,3,America/Guayaquil,PPLA,2484,3658666,2025-07-07,-2.8953,-78.9963,803,Clouds,broken clouds,04n,9.34,8.61,9.34,9.34,1019,86,1019,758,10000,1.79,286,2.11,77,0.0,0.0,0.0,0.0,-18000,1777014392,2026-04-24T07:06:32+00:00,1777029191,2026-04-24T11:13:11+00:00,1777072482,2026-04-24T23:14:42+00:00,EC,stations,3654157,Miraflores,200,WNW,0,cold,17.94,0,0,1777014392,2026-04-24T07:06:32+00:00,1,5.17,6.63,250.12,0.4,11.56,4.16,0.72,2.88,good,low,2026-04-24 07:06:32+00:00,2026-04-24 07:06:32+00:00,2026,4,24,7,4,0,spring,803.24,9.2543,9517.46,1,5.17,6.63
2026-04-24T07:06:32.960789+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,EE,Estonia,Tallinn,1320884,EU,Tallinn,Tallinn,394024,1,Europe/Tallinn,PPLC,12,588409,2026-02-23,59.43696,24.75353,800,Clear,clear sky,01d,5.19,2.33,5.19,5.19,1006,75,1006,1003,10000,3.6,330,,0,0.0,0.0,0.0,0.0,10800,1777014174,2026-04-24T07:02:54+00:00,1776998463,2026-04-24T02:41:03+00:00,1777053416,2026-04-24T17:56:56+00:00,EE,stations,798563,Toompea,200,NNW,1,cold,12.69,0,0,1777014392,2026-04-24T07:06:32+00:00,2,0.5,0.78,131.49,0.2,1.29,84.63,0.42,0.18,fair,low,2026-04-24 07:02:54+00:00,2026-04-24 07:06:32+00:00,2026,4,24,7,4,0,spring,389.25000000000006,1.8,5221.14,2,0.5,0.78
2026-04-24T07:06:33.146663+00:00,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,EE,Estonia,Tallinn,1320884,EU,Tartu,Tartu,91407,2,Europe/Tallinn,PPLA,39,588335,2023-03-23,58.38062,26.72509,803,Clouds,broken clouds,04d,6.14,2.94,5.74,6.14,1006,70,1006,998,10000,4.63,260,,75,0.0,0.0,0.0,0.0,10800,1777014393,2026-04-24T07:06:33+00:00,1776998241,2026-04-24T02:37:21+00:00,1777052692,2026-04-24T17:44:52+00:00,EE,stations,588335,Tartu,200,W,1,cold,13.14,0,0,1777014393,2026-04-24T07:06:33+00:00,2,1.01,2.15,137.25,0.11,1.25,78.94,0.22,0.34,fair,low,2026-04-24 07:06:33+00:00,2026-04-24 07:06:33+00:00,2026,4,24,7,4,0,spring,429.79999999999995,4.6763,6176.839999999999,2,1.01,2.15
